sequence,found_in_MEGAHIT,found_in_SPAdes,status,MEGAHIT_vs2_score,MEGAHIT_dvf_score,MEGAHIT_identified_by,SPAdes_vs2_score,SPAdes_dvf_score,SPAdes_identified_by
k141_157596,Yes,No,Consensus,0.92,4.440236807567999e-05,Both,N/A,N/A,N/A
k141_2733,Yes,No,Consensus,0.98,0.0001940910005941,Both,N/A,N/A,N/A
k141_133346,Yes,No,Consensus,0.627,0.0006009235512465,Both,N/A,N/A,N/A
k141_159780,Yes,No,Consensus,,0.9451613426208496,Both,N/A,N/A,N/A
k141_73854,Yes,No,Consensus,0.993,0.0698389634490013,Both,N/A,N/A,N/A
k141_181121,Yes,No,Consensus,0.967,0.0003035909903701,Both,N/A,N/A,N/A
k141_174910,Yes,No,Consensus,1.0,0.0630856752395629,Both,N/A,N/A,N/A
k141_157482,Yes,No,Consensus,0.947,0.012770103290677,Both,N/A,N/A,N/A
k141_177729,Yes,No,Consensus,0.967,0.6706080436706543,Both,N/A,N/A,N/A
k141_26204,Yes,No,Consensus,1.0,0.0001024005396175,Both,N/A,N/A,N/A
k141_27773,Yes,No,Consensus,0.64,0.0001133652331191,Both,N/A,N/A,N/A
k141_136536,Yes,No,Consensus,0.52,0.9926409721374512,Both,N/A,N/A,N/A
k141_35288,Yes,No,Consensus,0.887,0.6191986799240112,Both,N/A,N/A,N/A
k141_115249,Yes,No,Consensus,0.987,0.0023411738220602,Both,N/A,N/A,N/A
k141_125451,Yes,No,Consensus,0.62,1.5693102568548056e-06,Both,N/A,N/A,N/A
k141_138860,Yes,No,Consensus,0.84,1.3949062349638552e-07,Both,N/A,N/A,N/A
k141_91595,Yes,No,Consensus,0.74,0.0043614255264401,Both,N/A,N/A,N/A
k141_37378,Yes,No,Consensus,0.7,0.0012710203882306,Both,N/A,N/A,N/A
k141_169304,Yes,No,Consensus,0.953,0.1723199784755706,Both,N/A,N/A,N/A
k141_66876,Yes,No,Consensus,0.967,0.0417814627289772,Both,N/A,N/A,N/A
k141_95674,Yes,No,Consensus,0.86,0.4462836682796478,Both,N/A,N/A,N/A
k141_34164,Yes,No,Consensus,0.507,0.0007761545130051,Both,N/A,N/A,N/A
k141_173052,Yes,No,Consensus,0.553,0.1160463616251945,Both,N/A,N/A,N/A
k141_71518,Yes,No,Consensus,0.987,0.4999635517597198,Both,N/A,N/A,N/A
k141_54007,Yes,No,Consensus,0.813,2.3285906536330003e-06,Both,N/A,N/A,N/A
k141_70042,Yes,No,Consensus,0.993,0.0001577817456563,Both,N/A,N/A,N/A
k141_108237,Yes,No,Consensus,1.0,0.0065380688756704,Both,N/A,N/A,N/A
k141_65993,Yes,No,Consensus,0.747,0.1121335327625274,Both,N/A,N/A,N/A
k141_49980,Yes,No,Consensus,0.893,0.2045522183179855,Both,N/A,N/A,N/A
k141_25404,Yes,No,Consensus,0.793,0.0310552604496479,Both,N/A,N/A,N/A
k141_16279,Yes,No,Consensus,1.0,0.0046457001008093,Both,N/A,N/A,N/A
k141_139998,Yes,No,Consensus,0.6,9.683746611699462e-06,Both,N/A,N/A,N/A
k141_23266,Yes,No,Consensus,0.767,0.2945290207862854,Both,N/A,N/A,N/A
NODE_5620_length_1090_cov_3.798068,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.045408122241497,Both
NODE_526_length_2115_cov_3.394660,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.9907414317131042,Both
k141_178726,Yes,No,Consensus,0.64,4.556683052214794e-05,Both,N/A,N/A,N/A
k141_20573,Yes,No,Consensus,0.793,0.0223195496946573,Both,N/A,N/A,N/A
k141_152640,Yes,No,Consensus,,3.2873729196580825e-06,Both,N/A,N/A,N/A
k141_16636,Yes,No,Consensus,0.813,0.0732562243938446,Both,N/A,N/A,N/A
NODE_837_length_1850_cov_2.660724,No,Yes,Consensus,N/A,N/A,N/A,0.78,0.7971376180648804,Both
NODE_2394_length_1375_cov_1.819697,No,Yes,Consensus,N/A,N/A,N/A,0.64,0.0226891990751028,Both
k141_19755,Yes,No,Consensus,0.64,0.1551271378993988,Both,N/A,N/A,N/A
NODE_1029_length_1742_cov_1.900415,No,Yes,Consensus,N/A,N/A,N/A,0.8,0.2640281319618225,Both
k141_25570,Yes,No,Consensus,,0.8760886192321777,Both,N/A,N/A,N/A
k141_16877,Yes,No,Consensus,0.54,8.56185124575859e-06,Both,N/A,N/A,N/A
k141_14223,Yes,No,Consensus,1.0,0.0511943846940994,Both,N/A,N/A,N/A
NODE_6113_length_1067_cov_1.217391,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.4353178143501282,Both
k141_58549,Yes,No,Consensus,0.66,0.0066499854438006,Both,N/A,N/A,N/A
k141_69033,Yes,No,Consensus,0.72,0.1446924060583114,Both,N/A,N/A,N/A
k141_101466,Yes,No,Consensus,0.94,9.985903488995971e-06,Both,N/A,N/A,N/A
NODE_4850_length_1138_cov_1.734995,No,Yes,Consensus,N/A,N/A,N/A,0.887,5.425884955911897e-05,Both
NODE_2529_length_1353_cov_3.356703,No,Yes,Consensus,N/A,N/A,N/A,1.0,0.9974893927574158,Both
k141_91802,Yes,No,Consensus,0.993,0.264691948890686,Both,N/A,N/A,N/A
k141_142817,Yes,No,Consensus,0.667,1.1548304428288247e-05,Both,N/A,N/A,N/A
k141_176775,Yes,No,Consensus,0.953,0.0972479134798049,Both,N/A,N/A,N/A
k141_4127,Yes,No,Consensus,0.733,0.0179774742573499,Both,N/A,N/A,N/A
k141_25480,Yes,No,Consensus,0.96,0.6327990889549255,Both,N/A,N/A,N/A
NODE_4470_length_1164_cov_2.339946,No,Yes,Consensus,N/A,N/A,N/A,,0.2320659011602401,Both
k141_119737,Yes,No,Consensus,0.833,0.1285146474838256,Both,N/A,N/A,N/A
k141_179436,Yes,No,Consensus,0.587,0.0757460743188858,Both,N/A,N/A,N/A
k141_11224,Yes,No,Consensus,0.613,9.018873970489948e-05,Both,N/A,N/A,N/A
k141_135453,Yes,No,Consensus,0.533,0.0338755995035171,Both,N/A,N/A,N/A
k141_10239,Yes,No,Consensus,0.953,0.4008539319038391,Both,N/A,N/A,N/A
k141_110173,Yes,No,Consensus,0.96,0.349039226770401,Both,N/A,N/A,N/A
NODE_1822_length_1486_cov_2.360587,No,Yes,Consensus,N/A,N/A,N/A,0.66,2.403667451744696e-07,Both
k141_127220,Yes,No,Consensus,0.773,0.2442697882652282,Both,N/A,N/A,N/A
k141_150414,Yes,No,Consensus,0.773,0.9837863445281982,Both,N/A,N/A,N/A
k141_49995,Yes,No,Consensus,0.967,0.3416626453399658,Both,N/A,N/A,N/A
k141_17710,Yes,No,Consensus,0.54,3.263664257247001e-05,Both,N/A,N/A,N/A
k141_38996,Yes,No,Consensus,0.587,2.025819640039117e-06,Both,N/A,N/A,N/A
k141_60575,Yes,No,Consensus,0.553,0.0005683213821612,Both,N/A,N/A,N/A
k141_16994,Yes,No,Consensus,1.0,0.4934152066707611,Both,N/A,N/A,N/A
k141_87763,Yes,No,Consensus,0.867,9.772838893695734e-07,Both,N/A,N/A,N/A
k141_161203,Yes,No,Consensus,0.707,1.317561327596195e-05,Both,N/A,N/A,N/A
k141_152325,Yes,No,Consensus,1.0,0.2907477021217346,Both,N/A,N/A,N/A
k141_30074,Yes,No,Consensus,0.62,0.0014655422419309,Both,N/A,N/A,N/A
k141_158297,Yes,No,Consensus,0.813,0.0002416783827356,Both,N/A,N/A,N/A
k141_140053,Yes,No,Consensus,0.913,0.125103548169136,Both,N/A,N/A,N/A
k141_163046,Yes,No,Consensus,0.887,0.7739719748497009,Both,N/A,N/A,N/A
k141_53108,Yes,No,Consensus,0.607,0.0238137021660804,Both,N/A,N/A,N/A
k141_85640,Yes,No,Consensus,0.653,0.9998492002487184,Both,N/A,N/A,N/A
k141_70621,Yes,No,Consensus,0.747,0.0068318219855427,Both,N/A,N/A,N/A
k141_167185,Yes,No,Consensus,0.587,6.929654773557559e-05,Both,N/A,N/A,N/A
k141_132781,Yes,No,Consensus,0.62,0.1004387214779853,Both,N/A,N/A,N/A
k141_104366,Yes,No,Consensus,0.687,0.0014943110290914,Both,N/A,N/A,N/A
k141_108371,Yes,No,Consensus,0.993,0.9886799454689026,Both,N/A,N/A,N/A
k141_94449,Yes,No,Consensus,,0.7603371143341064,Both,N/A,N/A,N/A
k141_33633,Yes,No,Consensus,0.7,0.0026046456769108,Both,N/A,N/A,N/A
k141_161542,Yes,No,Consensus,0.62,3.1178137760434765e-07,Both,N/A,N/A,N/A
k141_138953,Yes,No,Consensus,0.973,0.3241784870624542,Both,N/A,N/A,N/A
k141_140591,Yes,No,Consensus,0.953,0.0682259574532508,Both,N/A,N/A,N/A
k141_81366,Yes,No,Consensus,0.767,0.0004398266028147,Both,N/A,N/A,N/A
NODE_2203_length_1407_cov_1.278846,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.0140108158811926,Both
k141_128178,Yes,No,Consensus,0.66,0.0006898766150698,Both,N/A,N/A,N/A
k141_108818,Yes,No,Consensus,0.96,0.0006897026905789,Both,N/A,N/A,N/A
k141_41076,Yes,No,Consensus,0.94,0.0773028582334518,Both,N/A,N/A,N/A
k141_137264,Yes,No,Consensus,0.507,0.0463387481868267,Both,N/A,N/A,N/A
NODE_3379_length_1253_cov_1.370618,No,Yes,Consensus,N/A,N/A,N/A,0.927,0.0158594474196434,Both
k141_141600,Yes,No,Consensus,0.627,0.0049727042205631,Both,N/A,N/A,N/A
k141_85220,Yes,No,Consensus,0.673,0.017807625234127,Both,N/A,N/A,N/A
NODE_4866_length_1137_cov_1.772643,No,Yes,Consensus,N/A,N/A,N/A,0.553,0.0009807870956137,Both
k141_47977,Yes,No,Consensus,0.967,0.2931733429431915,Both,N/A,N/A,N/A
k141_76319,Yes,No,Consensus,1.0,0.0007683469448238,Both,N/A,N/A,N/A
k141_115801,Yes,No,Consensus,0.993,0.1325094103813171,Both,N/A,N/A,N/A
k141_101987,Yes,No,Consensus,0.52,0.092534027993679,Both,N/A,N/A,N/A
NODE_412_length_2300_cov_6.779955,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.2197104543447494,Both
k141_9744,Yes,No,Consensus,0.827,0.0038700238801538,Both,N/A,N/A,N/A
k141_53185,Yes,No,Consensus,1.0,0.0387653820216655,Both,N/A,N/A,N/A
k141_110287,Yes,No,Consensus,0.593,0.9914675951004028,Both,N/A,N/A,N/A
k141_61317,Yes,No,Consensus,0.853,0.1122385263442993,Both,N/A,N/A,N/A
k141_178520,Yes,No,Consensus,0.98,0.0016816216520965,Both,N/A,N/A,N/A
NODE_2796_length_1317_cov_3.618859,No,Yes,Consensus,N/A,N/A,N/A,0.733,0.530795693397522,Both
k141_42300,Yes,No,Consensus,0.993,5.740830238210037e-05,Both,N/A,N/A,N/A
k141_121496,Yes,No,Consensus,0.873,1.311625510425074e-06,Both,N/A,N/A,N/A
k141_19404,Yes,No,Consensus,0.527,2.3441296434612013e-05,Both,N/A,N/A,N/A
k141_155121,Yes,No,Consensus,0.533,0.0233670100569725,Both,N/A,N/A,N/A
k141_50053,Yes,No,Consensus,0.973,0.000415783812059,Both,N/A,N/A,N/A
k141_25127,Yes,No,Consensus,0.98,0.86725252866745,Both,N/A,N/A,N/A
k141_102201,Yes,No,Consensus,0.953,0.0001938754430739,Both,N/A,N/A,N/A
k141_134907,Yes,No,Consensus,0.813,0.039243321865797,Both,N/A,N/A,N/A
k141_92453,Yes,No,Consensus,0.993,0.4297851920127868,Both,N/A,N/A,N/A
k141_49808,Yes,No,Consensus,0.64,0.3599549531936645,Both,N/A,N/A,N/A
k141_56080,Yes,No,Consensus,0.993,0.4803251028060913,Both,N/A,N/A,N/A
NODE_2162_length_1415_cov_3.052206,No,Yes,Consensus,N/A,N/A,N/A,0.7,0.000222002970986,Both
k141_72355,Yes,No,Consensus,0.967,0.1381361633539199,Both,N/A,N/A,N/A
k141_75194,Yes,No,Consensus,0.86,9.303975093644112e-05,Both,N/A,N/A,N/A
k141_50897,Yes,No,Consensus,0.7,4.196817371848738e-06,Both,N/A,N/A,N/A
NODE_1599_length_1536_cov_10.480081,No,Yes,Consensus,N/A,N/A,N/A,0.993,0.2002097815275192,Both
k141_98365,Yes,No,Consensus,0.7,9.059684089152142e-06,Both,N/A,N/A,N/A
k141_170513,Yes,No,Consensus,0.707,0.0023173429071903,Both,N/A,N/A,N/A
k141_173383,Yes,No,Consensus,0.933,0.1162680238485336,Both,N/A,N/A,N/A
k141_95097,Yes,No,Consensus,0.5,6.881742820041836e-08,Both,N/A,N/A,N/A
k141_23645,Yes,No,Consensus,0.66,0.7718542814254761,Both,N/A,N/A,N/A
k141_30115,Yes,No,Consensus,0.64,0.2237968444824218,Both,N/A,N/A,N/A
k141_152257,Yes,No,Consensus,0.813,0.321311891078949,Both,N/A,N/A,N/A
k141_123358,Yes,No,Consensus,1.0,0.7258510589599609,Both,N/A,N/A,N/A
k141_43677,Yes,No,Consensus,0.887,0.8033118844032288,Both,N/A,N/A,N/A
k141_52580,Yes,No,Consensus,0.74,0.3661711513996124,Both,N/A,N/A,N/A
k141_148740,Yes,No,Consensus,0.867,0.0312181934714317,Both,N/A,N/A,N/A
k141_61345,Yes,No,Consensus,0.88,0.0368326231837272,Both,N/A,N/A,N/A
k141_138313,Yes,No,Consensus,0.853,0.0001091578160412,Both,N/A,N/A,N/A
k141_170003,Yes,No,Consensus,0.967,2.4214768927777183e-05,Both,N/A,N/A,N/A
k141_61494,Yes,No,Consensus,0.527,0.5768816471099854,Both,N/A,N/A,N/A
k141_18061,Yes,No,Consensus,0.993,0.3074301183223724,Both,N/A,N/A,N/A
k141_76518,Yes,No,Consensus,0.88,0.0001341035967925,Both,N/A,N/A,N/A
k141_27522,Yes,No,Consensus,0.58,8.152415489348641e-07,Both,N/A,N/A,N/A
k141_91473,Yes,No,Consensus,0.807,0.0035827208776026,Both,N/A,N/A,N/A
k141_154624,Yes,No,Consensus,0.953,0.0005801983061246,Both,N/A,N/A,N/A
k141_57215,Yes,No,Consensus,0.967,0.7112307548522949,Both,N/A,N/A,N/A
k141_68850,Yes,No,Consensus,0.98,4.551708116196096e-05,Both,N/A,N/A,N/A
k141_105468,Yes,No,Consensus,0.687,0.0619869083166122,Both,N/A,N/A,N/A
k141_57217,Yes,No,Consensus,0.933,0.0059214904904365,Both,N/A,N/A,N/A
k141_84602,Yes,No,Consensus,0.613,0.0002961391001008,Both,N/A,N/A,N/A
NODE_4073_length_1193_cov_1.251318,No,Yes,Consensus,N/A,N/A,N/A,0.567,0.0263841040432453,Both
k141_54258,Yes,No,Consensus,0.54,0.0423578992486,Both,N/A,N/A,N/A
k141_54640,Yes,No,Consensus,0.907,0.1872685849666595,Both,N/A,N/A,N/A
k141_2445,Yes,No,Consensus,0.727,0.018967043608427,Both,N/A,N/A,N/A
k141_27267,Yes,No,Consensus,0.687,0.057028017938137,Both,N/A,N/A,N/A
k141_174849,Yes,No,Consensus,0.993,0.3352987766265869,Both,N/A,N/A,N/A
k141_12868,Yes,No,Consensus,0.68,0.0332037881016731,Both,N/A,N/A,N/A
k141_27869,Yes,No,Consensus,0.98,0.0909526869654655,Both,N/A,N/A,N/A
k141_128438,Yes,No,Consensus,0.5,0.0061317039653658,Both,N/A,N/A,N/A
k141_26692,Yes,No,Consensus,0.913,8.196609269361943e-05,Both,N/A,N/A,N/A
k141_136047,Yes,No,Consensus,0.92,0.274796187877655,Both,N/A,N/A,N/A
NODE_2412_length_1372_cov_2.535308,No,Yes,Consensus,N/A,N/A,N/A,0.987,0.0259430222213268,Both
k141_36176,Yes,No,Consensus,1.0,0.9993977546691896,Both,N/A,N/A,N/A
k141_160753,Yes,No,Consensus,0.66,0.0030017171520739,Both,N/A,N/A,N/A
k141_93027,Yes,No,Consensus,0.533,0.0063901171088218,Both,N/A,N/A,N/A
k141_14320,Yes,No,Consensus,0.98,0.0111158415675163,Both,N/A,N/A,N/A
k141_10895,Yes,No,Consensus,,0.0004145834827795,Both,N/A,N/A,N/A
NODE_3816_length_1213_cov_2.552677,No,Yes,Consensus,N/A,N/A,N/A,0.653,0.0055864383466541,Both
k141_83090,Yes,No,Consensus,0.62,0.448679655790329,Both,N/A,N/A,N/A
k141_35878,Yes,No,Consensus,0.953,0.1318588256835937,Both,N/A,N/A,N/A
k141_39138,Yes,No,Consensus,0.92,0.2786093652248382,Both,N/A,N/A,N/A
k141_20123,Yes,No,Consensus,0.753,6.004010356264189e-05,Both,N/A,N/A,N/A
k141_62340,Yes,No,Consensus,0.993,0.9951663017272948,Both,N/A,N/A,N/A
k141_18899,Yes,No,Consensus,0.893,0.0058547179214656,Both,N/A,N/A,N/A
k141_44030,Yes,No,Consensus,0.527,0.0888028591871261,Both,N/A,N/A,N/A
k141_39114,Yes,No,Consensus,1.0,0.0002054238866548,Both,N/A,N/A,N/A
k141_90945,Yes,No,Consensus,0.94,3.1902700481367674e-09,Both,N/A,N/A,N/A
k141_81791,Yes,No,Consensus,0.553,0.0016651948681101,Both,N/A,N/A,N/A
k141_96937,Yes,No,Consensus,0.827,0.692817211151123,Both,N/A,N/A,N/A
k141_36334,Yes,No,Consensus,0.88,0.9178122282028198,Both,N/A,N/A,N/A
k141_105908,Yes,No,Consensus,0.913,0.0082684084773063,Both,N/A,N/A,N/A
k141_29554,Yes,No,Consensus,0.96,0.0028633524198085,Both,N/A,N/A,N/A
k141_95055,Yes,No,Consensus,,0.1084106042981147,Both,N/A,N/A,N/A
k141_119701,Yes,No,Consensus,0.56,0.6106075644493103,Both,N/A,N/A,N/A
NODE_3994_length_1198_cov_3.377078,No,Yes,Consensus,N/A,N/A,N/A,0.893,0.5280710458755493,Both
k141_147323,Yes,No,Consensus,0.72,0.0053506749682128,Both,N/A,N/A,N/A
k141_104271,Yes,No,Consensus,0.753,0.2604448795318603,Both,N/A,N/A,N/A
k141_47891,Yes,No,Consensus,0.947,0.2700371146202087,Both,N/A,N/A,N/A
k141_54760,Yes,No,Consensus,0.653,0.3083231747150421,Both,N/A,N/A,N/A
k141_143437,Yes,No,Consensus,,0.341950923204422,Both,N/A,N/A,N/A
k141_37447,Yes,No,Consensus,0.533,0.004234654828906,Both,N/A,N/A,N/A
k141_20739,Yes,No,Consensus,0.847,0.0323558524250984,Both,N/A,N/A,N/A
k141_10671,Yes,No,Consensus,0.827,0.1047450900077819,Both,N/A,N/A,N/A
NODE_110_length_3362_cov_3.798911,No,Yes,Consensus,N/A,N/A,N/A,0.787,0.0010084901005029,Both
k141_56096,Yes,No,Consensus,0.827,0.0034913732670247,Both,N/A,N/A,N/A
k141_28490,Yes,No,Consensus,0.96,0.0096831079572439,Both,N/A,N/A,N/A
k141_149320,Yes,No,Consensus,0.96,0.3642284274101257,Both,N/A,N/A,N/A
k141_36328,Yes,No,Consensus,0.547,0.1173536106944084,Both,N/A,N/A,N/A
k141_86362,Yes,No,Consensus,0.567,0.9051861763000488,Both,N/A,N/A,N/A
k141_177937,Yes,No,Consensus,0.993,0.1757297962903976,Both,N/A,N/A,N/A
k141_161804,Yes,No,Consensus,0.62,0.0497856363654136,Both,N/A,N/A,N/A
k141_55604,Yes,No,Consensus,0.867,1.2008490557491314e-06,Both,N/A,N/A,N/A
k141_138285,Yes,No,Consensus,,0.000209293939406,Both,N/A,N/A,N/A
k141_114162,Yes,No,Consensus,0.947,0.0842412039637565,Both,N/A,N/A,N/A
k141_26624,Yes,No,Consensus,0.5,0.121287889778614,Both,N/A,N/A,N/A
k141_8369,Yes,No,Consensus,0.78,0.0298247821629047,Both,N/A,N/A,N/A
k141_7926,Yes,No,Consensus,0.92,0.0012804460711777,Both,N/A,N/A,N/A
k141_132758,Yes,No,Consensus,0.533,0.1704181283712387,Both,N/A,N/A,N/A
k141_57539,Yes,No,Consensus,0.907,1.0492964065633714e-05,Both,N/A,N/A,N/A
k141_54103,Yes,No,Consensus,0.933,0.8207423686981201,Both,N/A,N/A,N/A
k141_155289,Yes,No,Consensus,0.94,0.6312863826751709,Both,N/A,N/A,N/A
k141_7094,Yes,No,Consensus,0.907,0.2186010032892227,Both,N/A,N/A,N/A
k141_119054,Yes,No,Consensus,0.993,0.4455826878547668,Both,N/A,N/A,N/A
k141_104022,Yes,No,Consensus,0.973,0.0035056988708674,Both,N/A,N/A,N/A
k141_15011,Yes,No,Consensus,0.54,0.5988335609436035,Both,N/A,N/A,N/A
k141_115991,Yes,No,Consensus,0.987,0.4986846148967743,Both,N/A,N/A,N/A
k141_67013,Yes,No,Consensus,0.967,0.0108474344015121,Both,N/A,N/A,N/A
k141_127234,Yes,No,Consensus,0.52,4.163520372912899e-07,Both,N/A,N/A,N/A
k141_147542,Yes,No,Consensus,0.547,0.5543218851089478,Both,N/A,N/A,N/A
k141_62544,Yes,No,Consensus,0.713,3.267786814831197e-05,Both,N/A,N/A,N/A
k141_100265,Yes,No,Consensus,0.667,0.0048971595242619,Both,N/A,N/A,N/A
NODE_774_length_1886_cov_3.287275,No,Yes,Consensus,N/A,N/A,N/A,0.953,0.5822798609733582,Both
k141_93821,Yes,No,Consensus,0.567,0.0731229931116104,Both,N/A,N/A,N/A
k141_459,Yes,No,Consensus,0.993,0.0399267263710498,Both,N/A,N/A,N/A
k141_71553,Yes,No,Consensus,0.613,0.0937102437019348,Both,N/A,N/A,N/A
k141_107165,Yes,No,Consensus,0.987,0.2741233110427856,Both,N/A,N/A,N/A
k141_85099,Yes,No,Consensus,0.633,0.0248482376337051,Both,N/A,N/A,N/A
k141_104662,Yes,No,Consensus,1.0,0.0044187591411173,Both,N/A,N/A,N/A
k141_109073,Yes,No,Consensus,,0.2457932829856872,Both,N/A,N/A,N/A
k141_20534,Yes,No,Consensus,0.967,9.667804988566786e-05,Both,N/A,N/A,N/A
k141_46192,Yes,No,Consensus,0.96,0.3833225965499878,Both,N/A,N/A,N/A
k141_28214,Yes,No,Consensus,0.84,5.0744861646023764e-09,Both,N/A,N/A,N/A
k141_125243,Yes,No,Consensus,0.533,6.625117384828627e-05,Both,N/A,N/A,N/A
k141_72232,Yes,No,Consensus,0.987,0.0391230247914791,Both,N/A,N/A,N/A
NODE_882_length_1825_cov_1.855932,No,Yes,Consensus,N/A,N/A,N/A,0.547,0.0071125943213701,Both
k141_160962,Yes,No,Consensus,0.553,0.1258331686258316,Both,N/A,N/A,N/A
k141_92039,Yes,No,Consensus,0.947,0.0057569211348891,Both,N/A,N/A,N/A
k141_117010,Yes,No,Consensus,0.673,0.0055610141716897,Both,N/A,N/A,N/A
k141_58331,Yes,No,Consensus,0.607,0.1651273220777511,Both,N/A,N/A,N/A
k141_1542,Yes,No,Consensus,0.727,0.9965659379959106,Both,N/A,N/A,N/A
k141_36162,Yes,No,Consensus,0.54,0.0252596363425254,Both,N/A,N/A,N/A
k141_18671,Yes,No,Consensus,0.953,0.1400663554668426,Both,N/A,N/A,N/A
k141_146711,Yes,No,Consensus,0.907,0.1092803180217742,Both,N/A,N/A,N/A
k141_135345,Yes,No,Consensus,0.967,0.0328381098806858,Both,N/A,N/A,N/A
k141_131695,Yes,No,Consensus,0.98,0.0354685187339782,Both,N/A,N/A,N/A
k141_25167,Yes,No,Consensus,0.98,0.0017315797740593,Both,N/A,N/A,N/A
k141_115975,Yes,No,Consensus,1.0,0.0029951022006571,Both,N/A,N/A,N/A
k141_177078,Yes,No,Consensus,0.987,0.4989832043647766,Both,N/A,N/A,N/A
k141_174489,Yes,No,Consensus,,0.1767407208681106,Both,N/A,N/A,N/A
k141_80703,Yes,No,Consensus,0.613,0.0002263696806039,Both,N/A,N/A,N/A
k141_162289,Yes,No,Consensus,0.833,0.0897708237171173,Both,N/A,N/A,N/A
k141_53226,Yes,No,Consensus,0.947,0.0101679330691695,Both,N/A,N/A,N/A
k141_74504,Yes,No,Consensus,0.5,0.0058646188117563,Both,N/A,N/A,N/A
k141_144523,Yes,No,Consensus,0.753,0.9318687915802002,Both,N/A,N/A,N/A
k141_96613,Yes,No,Consensus,0.673,0.8396772146224976,Both,N/A,N/A,N/A
NODE_1431_length_1582_cov_4.519319,No,Yes,Consensus,N/A,N/A,N/A,0.98,0.0248999409377574,Both
NODE_4178_length_1184_cov_1.625332,No,Yes,Consensus,N/A,N/A,N/A,0.827,0.012385400943458,Both
k141_171378,Yes,No,Consensus,0.567,0.6132858991622925,Both,N/A,N/A,N/A
NODE_6081_length_1068_cov_0.989141,No,Yes,Consensus,N/A,N/A,N/A,0.86,7.282982323886245e-07,Both
NODE_2606_length_1343_cov_1.841615,No,Yes,Consensus,N/A,N/A,N/A,0.553,0.0051417453214526,Both
k141_130032,Yes,No,Consensus,0.987,0.3262000679969787,Both,N/A,N/A,N/A
k141_40470,Yes,No,Consensus,0.807,0.6042300462722778,Both,N/A,N/A,N/A
k141_68365,Yes,No,Consensus,0.967,0.7845905423164368,Both,N/A,N/A,N/A
k141_67259,Yes,No,Consensus,0.553,0.0002998553682118,Both,N/A,N/A,N/A
k141_129276,Yes,No,Consensus,0.987,0.993998885154724,Both,N/A,N/A,N/A
k141_174159,Yes,No,Consensus,0.993,0.0012903425376862,Both,N/A,N/A,N/A
NODE_2926_length_1303_cov_1.918269,No,Yes,Consensus,N/A,N/A,N/A,0.853,0.0030751880258321,Both
k141_127235,Yes,No,Consensus,0.96,0.0009618311887606,Both,N/A,N/A,N/A
k141_127911,Yes,No,Consensus,0.98,0.7278327345848083,Both,N/A,N/A,N/A
k141_78322,Yes,No,Consensus,0.907,1.4558774637407623e-05,Both,N/A,N/A,N/A
k141_97442,Yes,No,Consensus,0.98,2.966003442850252e-08,Both,N/A,N/A,N/A
NODE_2908_length_1305_cov_1.920000,No,Yes,Consensus,N/A,N/A,N/A,0.687,0.0529332607984542,Both
k141_37692,Yes,No,Consensus,0.82,0.0007504697423428,Both,N/A,N/A,N/A
NODE_4373_length_1171_cov_1.558244,No,Yes,Consensus,N/A,N/A,N/A,0.76,0.0003628528502304,Both
k141_146717,Yes,No,Consensus,0.513,4.967838762581778e-08,Both,N/A,N/A,N/A
k141_120698,Yes,No,Consensus,,0.3067256808280945,Both,N/A,N/A,N/A
k141_6462,Yes,No,Consensus,0.713,0.0013859457103535,Both,N/A,N/A,N/A
k141_88459,Yes,No,Consensus,0.593,1.2746646405048525e-08,Both,N/A,N/A,N/A
NODE_5394_length_1103_cov_1.584924,No,Yes,Consensus,N/A,N/A,N/A,0.687,0.0036092931404709,Both
k141_37844,Yes,No,Consensus,0.993,0.0053323497995734,Both,N/A,N/A,N/A
k141_141810,Yes,No,Consensus,1.0,0.0009268893627449,Both,N/A,N/A,N/A
k141_157053,Yes,No,Consensus,0.773,0.0212984476238489,Both,N/A,N/A,N/A
NODE_583_length_2059_cov_2.571856,No,Yes,Consensus,N/A,N/A,N/A,0.513,9.33129122131504e-05,Both
k141_87852,Yes,No,Consensus,0.8,0.7874119281768799,Both,N/A,N/A,N/A
k141_141177,Yes,No,Consensus,0.647,0.1546206623315811,Both,N/A,N/A,N/A
k141_14394,Yes,No,Consensus,1.0,0.080149732530117,Both,N/A,N/A,N/A
NODE_1442_length_1577_cov_1.918528,No,Yes,Consensus,N/A,N/A,N/A,0.967,0.03934857994318,Both
k141_35497,Yes,No,Consensus,0.7,0.5877812504768372,Both,N/A,N/A,N/A
k141_144548,Yes,No,Consensus,0.793,0.7625464200973511,Both,N/A,N/A,N/A
NODE_6181_length_1063_cov_2.081349,No,Yes,Consensus,N/A,N/A,N/A,0.58,0.00800087954849,Both
k141_115637,Yes,No,Consensus,0.673,0.0090983705595135,Both,N/A,N/A,N/A
k141_71519,Yes,No,Consensus,0.94,0.9683784246444702,Both,N/A,N/A,N/A
k141_1485,Yes,No,Consensus,0.52,0.0039628529921174,Both,N/A,N/A,N/A
k141_114720,Yes,No,Consensus,0.613,0.0096703171730041,Both,N/A,N/A,N/A
